"name","item","start_col","end_col","alignment","padding","data_type","width","name_literal","default","allow_unlimited_text","parent","section","source","year_added","version_added","year_retired","version_retired","include_incidence","include_confidential","include_abstract"
"derivedAjccFlag",3030,1158,1158,"left"," ","digits",1,"Derived AJCC--Flag",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2003,10,,,TRUE,TRUE,TRUE
"derivedSs1977Flag",3040,1159,1159,"left"," ","digits",1,"Derived SS1977--Flag",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2003,10,,,TRUE,TRUE,TRUE
"derivedSs2000Flag",3050,1160,1160,"left"," ","digits",1,"Derived SS2000--Flag",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2003,10,,,TRUE,TRUE,TRUE
"archiveFin",3100,721,730,"right","0","digits",10,"Archive FIN",,FALSE,"Tumor","Hospital-Specific","CoC",2003,10,,,TRUE,TRUE,TRUE
"npiArchiveFin",3105,711,720,"left"," ","digits",10,"NPI--Archive FIN",,FALSE,"Tumor","Hospital-Specific","CMS",2007,,,,TRUE,TRUE,TRUE
"comorbidComplication1",3110,1186,1190,"left","0","mixed",5,"Comorbid/Complication 1",,FALSE,"Tumor","Stage/Prognostic Factors","CoC",2003,10,,,TRUE,TRUE,TRUE
"comorbidComplication2",3120,1191,1195,"left","0","mixed",5,"Comorbid/Complication 2",,FALSE,"Tumor","Stage/Prognostic Factors","CoC",2003,10,,,TRUE,TRUE,TRUE
"comorbidComplication3",3130,1196,1200,"left","0","mixed",5,"Comorbid/Complication 3",,FALSE,"Tumor","Stage/Prognostic Factors","CoC",2003,10,,,TRUE,TRUE,TRUE
"comorbidComplication4",3140,1201,1205,"left","0","mixed",5,"Comorbid/Complication 4",,FALSE,"Tumor","Stage/Prognostic Factors","CoC",2003,10,,,TRUE,TRUE,TRUE
"comorbidComplication5",3150,1206,1210,"left","0","mixed",5,"Comorbid/Complication 5",,FALSE,"Tumor","Stage/Prognostic Factors","CoC",2003,10,,,TRUE,TRUE,TRUE
"comorbidComplication6",3160,1211,1215,"left","0","mixed",5,"Comorbid/Complication 6",,FALSE,"Tumor","Stage/Prognostic Factors","CoC",2003,10,,,TRUE,TRUE,TRUE
"comorbidComplication7",3161,1216,1220,"left","0","mixed",5,"Comorbid/Complication 7",,FALSE,"Tumor","Stage/Prognostic Factors","CoC",2006,11,,,TRUE,TRUE,TRUE
"comorbidComplication8",3162,1221,1225,"left","0","mixed",5,"Comorbid/Complication 8",,FALSE,"Tumor","Stage/Prognostic Factors","CoC",2006,11,,,TRUE,TRUE,TRUE
"comorbidComplication9",3163,1226,1230,"left","0","mixed",5,"Comorbid/Complication 9",,FALSE,"Tumor","Stage/Prognostic Factors","CoC",2006,11,,,TRUE,TRUE,TRUE
"comorbidComplication10",3164,1231,1235,"left","0","mixed",5,"Comorbid/Complication 10",,FALSE,"Tumor","Stage/Prognostic Factors","CoC",2006,11,,,TRUE,TRUE,TRUE
"icdRevisionComorbid",3165,1185,1185,"left"," ","digits",1,"ICD Revision Comorbid",,FALSE,"Tumor","Stage/Prognostic Factors","CoC",2006,11,,,TRUE,TRUE,TRUE
"rxDateMostDefinSurg",3170,1466,1473,"left"," ","date",8,"RX Date Most Defin Surg",,FALSE,"Tumor","Treatment-1st Course","CoC",2003,10,,,TRUE,TRUE,TRUE
"rxDateMostDefinSurgFlag",3171,1474,1475,"left"," ","digits",2,"RX Date Most Defin Surg Flag",,FALSE,"Tumor","Treatment-1st Course","NAACCR",2010,12,,,TRUE,TRUE,TRUE
"rxDateSurgicalDisch",3180,1476,1483,"left"," ","date",8,"RX Date Surgical Disch",,FALSE,"Tumor","Treatment-1st Course","CoC",2003,10,,,TRUE,TRUE,TRUE
"rxDateSurgicalDischFlag",3181,1484,1485,"left"," ","digits",2,"RX Date Surgical Disch Flag",,FALSE,"Tumor","Treatment-1st Course","NAACCR",2010,12,,,TRUE,TRUE,TRUE
"readmSameHosp30Days",3190,1619,1619,"left"," ","digits",1,"Readm Same Hosp 30 Days",,FALSE,"Tumor","Treatment-1st Course","CoC",2003,10,,,TRUE,TRUE,TRUE
"radBoostRxModality",3200,1609,1610,"right","0","digits",2,"Rad--Boost RX Modality",,FALSE,"Tumor","Treatment-1st Course","CoC",2003,10,,,TRUE,TRUE,TRUE
"radBoostDoseCgy",3210,1611,1615,"right","0","digits",5,"Rad--Boost Dose cGy",,FALSE,"Tumor","Treatment-1st Course","CoC",2003,10,,,TRUE,TRUE,TRUE
"rxDateRadiationEnded",3220,1496,1503,"left"," ","date",8,"RX Date Radiation Ended",,FALSE,"Tumor","Treatment-1st Course","CoC",2003,10,,,TRUE,TRUE,TRUE
"rxDateRadiationEndedFlag",3221,1504,1505,"left"," ","digits",2,"RX Date Radiation Ended Flag",,FALSE,"Tumor","Treatment-1st Course","NAACCR",2010,12,,,TRUE,TRUE,TRUE
"rxDateSystemic",3230,1506,1513,"left"," ","date",8,"RX Date Systemic",,FALSE,"Tumor","Treatment-1st Course","CoC",2003,10,,,TRUE,TRUE,TRUE
"rxDateSystemicFlag",3231,1514,1515,"left"," ","digits",2,"RX Date Systemic Flag",,FALSE,"Tumor","Treatment-1st Course","NAACCR",2010,12,,,TRUE,TRUE,TRUE
"rxSummTransplntEndocr",3250,1583,1584,"right","0","digits",2,"RX Summ--Transplnt/Endocr",,FALSE,"Tumor","Treatment-1st Course","CoC",2003,10,,,TRUE,TRUE,TRUE
"rxSummPalliativeProc",3270,1579,1579,"left"," ","digits",1,"RX Summ--Palliative Proc",,FALSE,"Tumor","Treatment-1st Course","CoC",2003,10,,,TRUE,TRUE,TRUE
"rxHospPalliativeProc",3280,799,799,"left"," ","digits",1,"RX Hosp--Palliative Proc",,FALSE,"Tumor","Hospital-Specific","CoC",2003,10,,,TRUE,TRUE,TRUE
"ruralurbanContinuum1993",3300,424,425,"right","0","digits",2,"RuralUrban Continuum 1993",,FALSE,"Tumor","Demographic","NAACCR",2003,10,,,TRUE,TRUE,TRUE
"ruralurbanContinuum2003",3310,426,427,"right","0","digits",2,"RuralUrban Continuum 2003",,FALSE,"Tumor","Demographic","NAACCR",2003,10,,,TRUE,TRUE,TRUE
"ruralurbanContinuum2013",3312,476,477,"left"," ","digits",2,"RuralUrban Continuum 2013",,FALSE,"Tumor","Demographic","NAACCR",2016,16,,,TRUE,TRUE,TRUE
"derivedAjcc7T",3400,1114,1116,"right","0","digits",3,"Derived AJCC-7 T",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,,TRUE,TRUE,TRUE
"derivedAjcc7TDescript",3402,1117,1117,"left"," ","text",1,"Derived AJCC-7 T Descript",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,,TRUE,TRUE,TRUE
"derivedAjcc7N",3410,1118,1120,"right","0","digits",3,"Derived AJCC-7 N",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,,TRUE,TRUE,TRUE
"derivedAjcc7NDescript",3412,1121,1121,"left"," ","text",1,"Derived AJCC-7 N Descript",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,,TRUE,TRUE,TRUE
"derivedAjcc7M",3420,1122,1124,"right","0","digits",3,"Derived AJCC-7 M",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,,TRUE,TRUE,TRUE
"derivedAjcc7MDescript",3422,1125,1125,"left"," ","text",1,"Derived AJCC-7 M Descript",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,,TRUE,TRUE,TRUE
"derivedAjcc7StageGrp",3430,1126,1128,"right","0","digits",3,"Derived AJCC-7 Stage Grp",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,,TRUE,TRUE,TRUE
"derivedPrerx7T",3440,1129,1131,"right","0","digits",3,"Derived PreRx-7 T",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,,TRUE,TRUE,TRUE
"derivedPrerx7TDescrip",3442,1132,1132,"left"," ","digits",1,"Derived PreRx-7 T Descrip",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,,TRUE,TRUE,TRUE
"derivedPrerx7N",3450,1133,1135,"right","0","digits",3,"Derived PreRx-7 N",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,,TRUE,TRUE,TRUE
"derivedPrerx7NDescrip",3452,1136,1136,"left"," ","digits",1,"Derived PreRx-7 N Descrip",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,,TRUE,TRUE,TRUE
"derivedPrerx7M",3460,1137,1139,"right","0","digits",3,"Derived PreRx-7 M",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,,TRUE,TRUE,TRUE
"derivedPrerx7MDescrip",3462,1140,1140,"left"," ","digits",1,"Derived PreRx-7 M Descrip",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,,TRUE,TRUE,TRUE
"derivedPrerx7StageGrp",3470,1141,1143,"right","0","digits",3,"Derived PreRx-7 Stage Grp",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,,TRUE,TRUE,TRUE
"derivedPostrx7T",3480,1144,1146,"right","0","digits",3,"Derived PostRx-7 T",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,,TRUE,TRUE,TRUE
"derivedPostrx7N",3482,1147,1149,"right","0","digits",3,"Derived PostRx-7 N",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,,TRUE,TRUE,TRUE
"derivedPostrx7M",3490,1150,1151,"right","0","digits",2,"Derived PostRx-7 M",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,,TRUE,TRUE,TRUE
"derivedPostrx7StgeGrp",3492,1152,1154,"left"," ","digits",3,"Derived PostRx-7 Stge Grp",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,,TRUE,TRUE,TRUE
"derivedNeoadjuvRxFlag",3600,1157,1157,"left"," ","digits",1,"Derived Neoadjuv Rx Flag",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,,TRUE,TRUE,TRUE
"derivedSeerPathStgGrp",3605,853,857,"left"," ","text",5,"Derived SEER Path Stg Grp",,FALSE,"Tumor","Stage/Prognostic Factors","SEER",,,,,TRUE,TRUE,TRUE
"derivedSeerClinStgGrp",3610,858,862,"left"," ","text",5,"Derived SEER Clin Stg Grp",,FALSE,"Tumor","Stage/Prognostic Factors","SEER",2016,16,,,TRUE,TRUE,TRUE
"derivedSeerCmbStgGrp",3614,863,867,"left"," ","text",5,"Derived SEER Cmb Stg Grp",,FALSE,"Tumor","Stage/Prognostic Factors","SEER",2016,16,,,TRUE,TRUE,TRUE
"derivedSeerCombinedT",3616,868,872,"left"," ","text",5,"Derived SEER Combined T",,FALSE,"Tumor","Stage/Prognostic Factors","SEER",,,,,TRUE,TRUE,TRUE
"derivedSeerCombinedN",3618,873,877,"left"," ","text",5,"Derived SEER Combined N",,FALSE,"Tumor","Stage/Prognostic Factors","SEER",2016,16,,,TRUE,TRUE,TRUE
"derivedSeerCombinedM",3620,878,882,"left"," ","text",5,"Derived SEER Combined M",,FALSE,"Tumor","Stage/Prognostic Factors","SEER",2016,16,,,TRUE,TRUE,TRUE
"derivedSeerCmbTSrc",3622,883,883,"left"," ","digits",1,"Derived SEER Cmb T Src",,FALSE,"Tumor","Stage/Prognostic Factors","SEER",2016,16,,,TRUE,TRUE,TRUE
"derivedSeerCmbNSrc",3624,884,884,"left"," ","digits",1,"Derived SEER Cmb N Src",,FALSE,"Tumor","Stage/Prognostic Factors","SEER",2016,16,,,TRUE,TRUE,TRUE
"derivedSeerCmbMSrc",3626,885,885,"left"," ","digits",1,"Derived SEER Cmb M Src",,FALSE,"Tumor","Stage/Prognostic Factors","SEER",2016,16,,,TRUE,TRUE,TRUE
"npcrDerivedClinStgGrp",3650,896,899,"left"," ","text",4,"NPCR Derived Clin Stg Grp",,FALSE,"Tumor","Stage/Prognostic Factors","NPCR",2016,16,,,TRUE,TRUE,TRUE
"npcrDerivedPathStgGrp",3655,900,903,"left"," ","text",4,"NPCR Derived Path Stg Grp",,FALSE,"Tumor","Stage/Prognostic Factors","NPCR",2016,16,,,TRUE,TRUE,TRUE
"seerSiteSpecificFact1",3700,1179,1179,"left"," ","digits",1,"SEER Site-Specific Fact 1",,FALSE,"Tumor","Stage/Prognostic Factors","SEER",2010,12,,,TRUE,TRUE,TRUE
"seerSiteSpecificFact2",3702,1180,1180,"left"," ","digits",1,"SEER Site-Specific Fact 2",,FALSE,"Tumor","Stage/Prognostic Factors","SEER",2010,12,,,TRUE,TRUE,TRUE
"seerSiteSpecificFact3",3704,1181,1181,"left"," ","digits",1,"SEER Site-Specific Fact 3",,FALSE,"Tumor","Stage/Prognostic Factors","SEER",2010,12,,,TRUE,TRUE,TRUE
"seerSiteSpecificFact4",3706,1182,1182,"left"," ","digits",1,"SEER Site-Specific Fact 4",,FALSE,"Tumor","Stage/Prognostic Factors","SEER",2010,12,,,TRUE,TRUE,TRUE
"seerSiteSpecificFact5",3708,1183,1183,"left"," ","digits",1,"SEER Site-Specific Fact 5",,FALSE,"Tumor","Stage/Prognostic Factors","SEER",2010,12,,,TRUE,TRUE,TRUE
"seerSiteSpecificFact6",3710,1184,1184,"left"," ","digits",1,"SEER Site-Specific Fact 6",,FALSE,"Tumor","Stage/Prognostic Factors","SEER",2010,12,,,TRUE,TRUE,TRUE
"npcrSpecificField",3720,1306,1380,"left"," ","text",75,"NPCR Specific Field",,FALSE,"Tumor","Stage/Prognostic Factors","NPCR",2013,13,,,TRUE,TRUE,TRUE
"overRideCs1",3750,2016,2016,"left"," ","digits",1,"Over-ride CS 1",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin","AJCC",2011,,,,TRUE,TRUE,TRUE
"overRideCs2",3751,2017,2017,"left"," ","digits",1,"Over-ride CS 2",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin","AJCC",2011,,,,TRUE,TRUE,TRUE
"overRideCs3",3752,2018,2018,"left"," ","digits",1,"Over-ride CS 3",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin","AJCC",2011,,,,TRUE,TRUE,TRUE
"overRideCs4",3753,2019,2019,"left"," ","digits",1,"Over-ride CS 4",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin","AJCC",2011,,,,TRUE,TRUE,TRUE
"overRideCs5",3754,2020,2020,"left"," ","digits",1,"Over-ride CS 5",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin","AJCC",2011,,,,TRUE,TRUE,TRUE
"overRideCs6",3755,2021,2021,"left"," ","digits",1,"Over-ride CS 6",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin","AJCC",2011,,,,TRUE,TRUE,TRUE
"overRideCs7",3756,2022,2022,"left"," ","digits",1,"Over-ride CS 7",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin","AJCC",2011,,,,TRUE,TRUE,TRUE
"overRideCs8",3757,2023,2023,"left"," ","digits",1,"Over-ride CS 8",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin","AJCC",2011,,,,TRUE,TRUE,TRUE
"overRideCs9",3758,2024,2024,"left"," ","digits",1,"Over-ride CS 9",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin","AJCC",2011,,,,TRUE,TRUE,TRUE
"overRideCs10",3759,2025,2025,"left"," ","digits",1,"Over-ride CS 10",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin","AJCC",2011,,,,TRUE,TRUE,TRUE
"overRideCs11",3760,2026,2026,"left"," ","digits",1,"Over-ride CS 11",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin","AJCC",2011,,,,TRUE,TRUE,TRUE
"overRideCs12",3761,2027,2027,"left"," ","digits",1,"Over-ride CS 12",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin","AJCC",2011,,,,TRUE,TRUE,TRUE
"overRideCs13",3762,2028,2028,"left"," ","digits",1,"Over-ride CS 13",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin","AJCC",2011,,,,TRUE,TRUE,TRUE
"overRideCs14",3763,2029,2029,"left"," ","digits",1,"Over-ride CS 14",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin","AJCC",2011,,,,TRUE,TRUE,TRUE
"overRideCs15",3764,2030,2030,"left"," ","digits",1,"Over-ride CS 15",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin","AJCC",2011,,,,TRUE,TRUE,TRUE
"overRideCs16",3765,2031,2031,"left"," ","digits",1,"Over-ride CS 16",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin","AJCC",2011,,,,TRUE,TRUE,TRUE
"overRideCs17",3766,2032,2032,"left"," ","digits",1,"Over-ride CS 17",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin","AJCC",2011,,,,TRUE,TRUE,TRUE
"overRideCs18",3767,2033,2033,"left"," ","digits",1,"Over-ride CS 18",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin","AJCC",2011,,,,TRUE,TRUE,TRUE
"overRideCs19",3768,2034,2034,"left"," ","digits",1,"Over-ride CS 19",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin","AJCC",2011,,,,TRUE,TRUE,TRUE
"overRideCs20",3769,2035,2035,"left"," ","digits",1,"Over-ride CS 20",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin","AJCC/NPCR",2011,,,,TRUE,TRUE,TRUE
"secondaryDiagnosis1",3780,1236,1242,"left"," ","text",7,"Secondary Diagnosis 1",,FALSE,"Tumor","Stage/Prognostic Factors","CoC",2013,13,,,TRUE,TRUE,TRUE
"secondaryDiagnosis2",3782,1243,1249,"left"," ","text",7,"Secondary Diagnosis 2",,FALSE,"Tumor","Stage/Prognostic Factors","CoC",2013,13,,,TRUE,TRUE,TRUE
"secondaryDiagnosis3",3784,1250,1256,"left"," ","text",7,"Secondary Diagnosis 3",,FALSE,"Tumor","Stage/Prognostic Factors","CoC",2013,13,,,TRUE,TRUE,TRUE
"secondaryDiagnosis4",3786,1257,1263,"left"," ","text",7,"Secondary Diagnosis 4",,FALSE,"Tumor","Stage/Prognostic Factors","CoC",2013,13,,,TRUE,TRUE,TRUE
"secondaryDiagnosis5",3788,1264,1270,"left"," ","text",7,"Secondary Diagnosis 5",,FALSE,"Tumor","Stage/Prognostic Factors","CoC",2013,13,,,TRUE,TRUE,TRUE
"secondaryDiagnosis6",3790,1271,1277,"left"," ","text",7,"Secondary Diagnosis 6",,FALSE,"Tumor","Stage/Prognostic Factors","CoC",2013,13,,,TRUE,TRUE,TRUE
"secondaryDiagnosis7",3792,1278,1284,"left"," ","text",7,"Secondary Diagnosis 7",,FALSE,"Tumor","Stage/Prognostic Factors","CoC",2013,13,,,TRUE,TRUE,TRUE
"secondaryDiagnosis8",3794,1285,1291,"left"," ","text",7,"Secondary Diagnosis 8",,FALSE,"Tumor","Stage/Prognostic Factors","CoC",2013,13,,,TRUE,TRUE,TRUE
"secondaryDiagnosis9",3796,1292,1298,"left"," ","text",7,"Secondary Diagnosis 9",,FALSE,"Tumor","Stage/Prognostic Factors","CoC",2013,13,,,TRUE,TRUE,TRUE
"secondaryDiagnosis10",3798,1299,1305,"left"," ","text",7,"Secondary Diagnosis 10",,FALSE,"Tumor","Stage/Prognostic Factors","CoC",2013,13,,,TRUE,TRUE,TRUE
"pathReportingFacId1",7010,4535,4559,"left"," ","text",25,"Path Reporting Fac ID 1",,FALSE,"Tumor","Pathology","HL7",2010,12,,,FALSE,TRUE,TRUE
"pathReportingFacId2",7011,4641,4665,"left"," ","text",25,"Path Reporting Fac ID 2",,FALSE,"Tumor","Pathology","HL7",,,,,FALSE,TRUE,TRUE
"pathReportingFacId3",7012,4747,4771,"left"," ","text",25,"Path Reporting Fac ID 3",,FALSE,"Tumor","Pathology","HL7",2010,12,,,FALSE,TRUE,TRUE
"pathReportingFacId4",7013,4853,4877,"left"," ","text",25,"Path Reporting Fac ID 4",,FALSE,"Tumor","Pathology","HL7",2010,12,,,FALSE,TRUE,TRUE
"pathReportingFacId5",7014,4959,4983,"left"," ","text",25,"Path Reporting Fac ID 5",,FALSE,"Tumor","Pathology","HL7",2010,12,,,FALSE,TRUE,TRUE
"pathReportNumber1",7090,4560,4579,"left"," ","text",20,"Path Report Number 1",,FALSE,"Tumor","Pathology","HL7",2010,12,,,FALSE,TRUE,TRUE
"pathReportNumber2",7091,4666,4685,"left"," ","text",20,"Path Report Number 2",,FALSE,"Tumor","Pathology","HL7",2010,12,,,FALSE,TRUE,TRUE
"pathReportNumber3",7092,4772,4791,"left"," ","text",20,"Path Report Number 3",,FALSE,"Tumor","Pathology","HL7",2010,12,,,FALSE,TRUE,TRUE
"pathReportNumber4",7093,4878,4897,"left"," ","text",20,"Path Report Number 4",,FALSE,"Tumor","Pathology","HL7",2010,12,,,FALSE,TRUE,TRUE
"pathReportNumber5",7094,4984,5003,"left"," ","text",20,"Path Report Number 5",,FALSE,"Tumor","Pathology","HL7",2010,12,,,FALSE,TRUE,TRUE
"pathOrderPhysLicNo1",7100,4621,4640,"left"," ","text",20,"Path Order Phys Lic No 1",,FALSE,"Tumor","Pathology","HL7",2010,12,,,FALSE,TRUE,TRUE
"pathOrderPhysLicNo2",7101,4727,4746,"left"," ","text",20,"Path Order Phys Lic No 2",,FALSE,"Tumor","Pathology","HL7",2010,12,,,FALSE,TRUE,TRUE
"pathOrderPhysLicNo3",7102,4833,4852,"left"," ","text",20,"Path Order Phys Lic No 3",,FALSE,"Tumor","Pathology","HL7",2010,12,,,FALSE,TRUE,TRUE
"pathOrderPhysLicNo4",7103,4939,4958,"left"," ","text",20,"Path Order Phys Lic No 4",,FALSE,"Tumor","Pathology","HL7",2010,12,,,FALSE,TRUE,TRUE
"pathOrderPhysLicNo5",7104,5045,5064,"left"," ","text",20,"Path Order Phys Lic No 5",,FALSE,"Tumor","Pathology","HL7",2010,12,,,FALSE,TRUE,TRUE
"pathOrderingFacNo1",7190,4596,4620,"left"," ","text",25,"Path Ordering Fac No 1",,FALSE,"Tumor","Pathology","HL7",2010,12,,,FALSE,TRUE,TRUE
"pathOrderingFacNo2",7191,4702,4726,"left"," ","text",25,"Path Ordering Fac No 2",,FALSE,"Tumor","Pathology","HL7",2010,12,,,FALSE,TRUE,TRUE
"pathOrderingFacNo3",7192,4808,4832,"left"," ","text",25,"Path Ordering Fac No 3",,FALSE,"Tumor","Pathology","HL7",2010,12,,,FALSE,TRUE,TRUE
"pathOrderingFacNo4",7193,4914,4938,"left"," ","text",25,"Path Ordering Fac No 4",,FALSE,"Tumor","Pathology","HL7",2010,12,,,FALSE,TRUE,TRUE
"pathOrderingFacNo5",7194,5020,5044,"left"," ","text",25,"Path Ordering Fac No 5",,FALSE,"Tumor","Pathology","HL7",2010,12,,,FALSE,TRUE,TRUE
"pathDateSpecCollect1",7320,4580,4593,"left"," ","date",14,"Path Date Spec Collect 1",,FALSE,"Tumor","Pathology","HL7",2010,12,,,FALSE,TRUE,TRUE
"pathDateSpecCollect2",7321,4686,4699,"left"," ","date",14,"Path Date Spec Collect 2",,FALSE,"Tumor","Pathology","HL7",2010,12,,,FALSE,TRUE,TRUE
"pathDateSpecCollect3",7322,4792,4805,"left"," ","date",14,"Path Date Spec Collect 3",,FALSE,"Tumor","Pathology","HL7",2010,12,,,FALSE,TRUE,TRUE
"pathDateSpecCollect4",7323,4898,4911,"left"," ","date",14,"Path Date Spec Collect 4",,FALSE,"Tumor","Pathology","HL7",2010,12,,,FALSE,TRUE,TRUE
"pathDateSpecCollect5",7324,5004,5017,"left"," ","date",14,"Path Date Spec Collect 5",,FALSE,"Tumor","Pathology","HL7",2010,12,,,FALSE,TRUE,TRUE
"pathReportType1",7480,4594,4595,"right","0","digits",2,"Path Report Type 1",,FALSE,"Tumor","Pathology","HL7",2010,12,,,FALSE,TRUE,TRUE
"pathReportType2",7481,4700,4701,"right","0","digits",2,"Path Report Type 2",,FALSE,"Tumor","Pathology","HL7",2010,12,,,FALSE,TRUE,TRUE
"pathReportType3",7482,4806,4807,"right","0","digits",2,"Path Report Type 3",,FALSE,"Tumor","Pathology","HL7",2010,12,,,FALSE,TRUE,TRUE
"pathReportType4",7483,4912,4913,"right","0","digits",2,"Path Report Type 4",,FALSE,"Tumor","Pathology","HL7",2010,12,,,FALSE,TRUE,TRUE
"pathReportType5",7484,5018,5019,"right","0","digits",2,"Path Report Type 5",,FALSE,"Tumor","Pathology","HL7",2010,12,,,FALSE,TRUE,TRUE
