"name","item","start_col","end_col","alignment","padding","name_literal","default","parent","section","source","year_added","version_added","year_retired","version_retired"
"secondaryDiagnosis10",3798,1640,1646,"left"," ","Secondary Diagnosis 10",,"Tumor","Stage/Prognostic Factors","CoC",2013,13,,
"schemaId",3800,1726,1730,"left"," ","Schema ID",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"chromosome1pLossHeterozygosity",3801,1740,1740,"left"," ","Chromosome 1p: Loss of Heterozygosity (LOH)",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"chromosome19qLossHeterozygosity",3802,1741,1741,"left"," ","Chromosome 19q: Loss of Heterozygosity (LOH)",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"adenoidCysticBasaloidPattern",3803,1839,1843,"right"," ","Adenoid Cystic Basaloid Pattern",,"Tumor","Stage/Prognostic Factors","NAACCR",,,,
"adenopathy",3804,1910,1910,"left"," ","Adenopathy",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"afpPostOrchiectomyLabValue",3805,1959,1965,"right"," ","AFP Post-Orchiectomy Lab Value",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"afpPostOrchiectomyRange",3806,1966,1966,"left"," ","AFP Post-Orchiectomy Range",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"afpPreOrchiectomyLabValue",3807,1951,1957,"right"," ","AFP Pre-Orchiectomy Lab Value",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"afpPreOrchiectomyRange",3808,1958,1958,"left"," ","AFP Pre-Orchiectomy Range",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"afpPretreatmentInterpretation",3809,1844,1844,"left"," ","AFP Pretreatment Interpretation",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"afpPretreatmentLabValue",3810,1845,1850,"right"," ","AFP Pretreatment Lab Value",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"anemia",3811,1911,1911,"left"," ","Anemia",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"bSymptoms",3812,1868,1868,"left"," ","B symptoms",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"bilirubinPretxTotalLabValue",3813,1851,1855,"right"," ","Bilirubin Pretreatment Total Lab Value",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"bilirubinPretxUnitOfMeasure",3814,1856,1856,"left"," ","Bilirubin Pretreatment Unit of Measure",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"boneInvasion",3815,1950,1950,"left"," ","Bone Invasion",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"brainMolecularMarkers",3816,1994,1995,"left"," ","Brain Molecular Markers",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"breslowTumorThickness",3817,1891,1894,"right"," ","Breslow Tumor Thickness",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"ca125PretreatmentInterpretation",3818,1919,1919,"left"," ","CA-125 Pretreatment Interpretation",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"ceaPretreatmentInterpretation",3819,1789,1789,"left"," ","CEA Pretreatment Interpretation",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"ceaPretreatmentLabValue",3820,1790,1795,"right"," ","CEA Pretreatment Lab Value",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"chromosome3Status",3821,1874,1874,"left"," ","Chromosome 3 Status",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"chromosome8qStatus",3822,1875,1875,"left"," ","Chromosome 8q Status",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"circumferentialResectionMargin",3823,1796,1799,"right"," ","Circumferential Resection Margin (CRM)",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"creatininePretreatmentLabValue",3824,1857,1860,"right"," ","Creatinine Pretreatment Lab Value",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"creatininePretxUnitOfMeasure",3825,1861,1861,"left"," ","Creatinine Pretreatment Unit of Measure",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"estrogenReceptorPercntPosOrRange",3826,1752,1754,"left"," ","Estrogen Receptor Percent Positive or Range",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"estrogenReceptorSummary",3827,1743,1743,"left"," ","Estrogen Receptor Summary",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"estrogenReceptorTotalAllredScore",3828,1755,1756,"left"," ","Estrogen Receptor Total Allred Score",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"esophagusAndEgjTumorEpicenter",3829,1814,1814,"left"," ","Esophagus and EGJ Tumor Epicenter",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"extranodalExtensionClin",3830,1922,1922,"left"," ","Extranodal Extension Clin (non-Head and Neck)",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"extranodalExtensionHeadNeckClin",3831,1818,1818,"left"," ","Extranodal Extension Head and Neck Clinical",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"extranodalExtensionHeadNeckPath",3832,1819,1821,"left"," ","Extranodal Extension Head and Neck Pathological",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"extranodalExtensionPath",3833,1923,1923,"left"," ","Extranodal Extension Path (non-Head and Neck)",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"extravascularMatrixPatterns",3834,1876,1876,"left"," ","Extravascular Matrix Patterns",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"fibrosisScore",3835,1862,1862,"left"," ","Fibrosis Score",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"figoStage",3836,1816,1817,"left"," ","FIGO Stage",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"gestationalTrophoblasticPxIndex",3837,1924,1925,"left"," ","Gestational Trophoblastic Prognostic Scoring Index",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"gleasonPatternsClinical",3838,1927,1928,"left"," ","Gleason Patterns Clinical",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"gleasonPatternsPathological",3839,1929,1930,"left"," ","Gleason Patterns Pathological",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"gleasonScoreClinical",3840,1931,1932,"left"," ","Gleason Score Clinical",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"gleasonScorePathological",3841,1933,1934,"left"," ","Gleason Score Pathological",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"gleasonTertiaryPattern",3842,1935,1936,"left"," ","Gleason Tertiary Pattern",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"gradeClinical",3843,1286,1286,"left"," ","Grade Clinical",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"gradePathological",3844,1287,1287,"left"," ","Grade Pathological",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"gradePostTherapy",3845,1288,1288,"left"," ","Grade Post Therapy",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"hcgPostOrchiectomyLabValue",3846,1975,1981,"right"," ","hCG Post-orchiectomy Lab Value",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"hcgPostOrchiectomyRange",3847,1982,1982,"left"," ","hCG Post-orchiectomy Range",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"hcgPreOrchiectomyLabValue",3848,1967,1973,"right"," ","hCG Pre-orchiectomy Lab Value",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"hcgPreOrchiectomyRange",3849,1974,1974,"left"," ","hCG Pre-orchiectomy Range",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"her2IhcSummary",3850,1757,1757,"left"," ","HER2 IHC Summary",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"her2IshDualProbeCopyNumber",3851,1758,1761,"right"," ","HER2 ISH Dual Probe Copy Number",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"her2IshDualProbeRatio",3852,1762,1765,"right"," ","HER2 ISH Dual Probe Ratio",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"her2IshSingleProbeCopyNumber",3853,1766,1769,"right"," ","HER2 ISH Single Probe Copy Number",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"her2IshSummary",3854,1770,1770,"left"," ","HER2 ISH Summary",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"her2OverallSummary",3855,1744,1744,"left"," ","HER2 Overall Summary",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"heritableTrait",3856,1909,1909,"left"," ","Heritable Trait",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"highRiskCytogenetics",3857,1915,1915,"left"," ","High Risk Cytogenetics",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"highRiskHistologicFeatures",3858,1949,1949,"left"," ","High Risk Histologic Features",,"Tumor","Stage/Prognostic Factors","NAACCR",,,,
"hivStatus",3859,1869,1869,"left"," ","HIV Status",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"iNRProthrombinTime",3860,1863,1865,"left"," ","International Normalized Ratio Prothrombin Time",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"ipsilateralAdrenalGlandInvolve",3861,1833,1833,"left"," ","Ipsilateral Adrenal Gland Involvement",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"jak2",3862,1830,1830,"left"," ","JAK2",,"Tumor","Stage/Prognostic Factors","NAACCR",,,,
"ki67",3863,1771,1775,"right"," ","Ki-67",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"invasionBeyondCapsule",3864,1834,1834,"left"," ","Invasion Beyond Capsule",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"kitGeneImmunohistochemistry",3865,1815,1815,"left"," ","KIT Gene Immunohistochemistry",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"kras",3866,1800,1800,"left"," ","KRAS",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"ldhPostOrchiectomyRange",3867,1984,1984,"left"," ","LDH Post-Orchiectomy Range",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"ldhPreOrchiectomyRange",3868,1983,1983,"left"," ","LDH Pre-Orchiectomy Range",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"ldhPretreatmentLevel",3869,1916,1916,"left"," ","LDH Pretreatment Level",,"Tumor","Stage/Prognostic Factors","NAACCR",,,,
"ldhUpperLimitsOfNormal",3870,1895,1897,"left"," ","LDH Upper Limits of Normal",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"lnAssessMethodFemoralInguinal",3871,1992,1992,"left"," ","LN Assessment Method Femoral-Inguinal",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"lnAssessMethodParaaortic",3872,1987,1987,"left"," ","LN Assessment Method Para-aortic",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"lnAssessMethodPelvic",3873,1988,1988,"left"," ","LN Assessment Method Pelvic",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"lnDistantAssessMethod",3874,1989,1989,"left"," ","LN Distant Assessment Method",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"lnDistantMediastinalScalene",3875,1990,1990,"left"," ","LN Distant: Mediastinal, Scalene",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"lnHeadAndNeckLevels1To3",3876,1822,1822,"left"," ","LN Head and Neck Levels I-III",,"Tumor","Stage/Prognostic Factors","NAACCR",,,,
"lnHeadAndNeckLevels4To5",3877,1823,1823,"left"," ","LN Head and Neck Levels IV-V",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"lnHeadAndNeckLevels6To7",3878,1824,1824,"left"," ","LN Head and Neck Levels VI-VII",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"lnHeadAndNeckOther",3879,1825,1825,"left"," ","LN Head and Neck Other",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"lnIsolatedTumorCells",3880,1906,1906,"left"," ","LN Isolated Tumor Cells (ITC)",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"lnLaterality",3881,1993,1993,"left"," ","LN Laterality",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"lnPositiveAxillaryLevel1To2",3882,1745,1746,"left"," ","LN Positive Axillary Level I-II",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"lnSize",3883,1826,1829,"right"," ","LN Size",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"lnStatusFemorInguinParaaortPelv",3884,1991,1991,"left"," ","LN Status Femoral-Inguinal, Para-Aortic, Pelvic",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"lymphocytosis",3885,1912,1912,"left"," ","Lymphocytosis",,"Tumor","Stage/Prognostic Factors","NAACCR",,,,
"majorVeinInvolvement",3886,1835,1835,"left"," ","Major Vein Involvement",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"measuredBasalDiameter",3887,1877,1880,"right"," ","Measured Basal Diameter",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"measuredThickness",3888,1881,1884,"right"," ","Measured Thickness",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"methylationOfO6MGMT",3889,1742,1742,"left"," ","Methylation of O6-Methylguanine-Methyltransferase",,"Tumor","Stage/Prognostic Factors","NAACCR",,,,
"microsatelliteInstability",3890,1801,1801,"left"," ","Microsatellite Instability (MSI)",,"Tumor","Stage/Prognostic Factors","NAACCR",,,,
"microvascularDensity",3891,1885,1886,"left"," ","Microvascular Density",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"mitoticCountUvealMelanoma",3892,1887,1890,"right"," ","Mitotic Count Uveal Melanoma",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"mitoticRateMelanoma",3893,1872,1873,"left"," ","Mitotic Rate Melanoma",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"multigeneSignatureMethod",3894,1747,1747,"left"," ","Multigene Signature Method",,"Tumor","Stage/Prognostic Factors","NAACCR",,,,
"multigeneSignatureResults",3895,1748,1749,"left"," ","Multigene Signature Results",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"nccnInternationalPrognosticIndex",3896,1870,1871,"left"," ","NCCN International Prognostic Index (IPI)",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"numberOfCoresExamined",3897,1937,1938,"left"," ","Number of Cores Examined",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"numberOfCoresPositive",3898,1939,1940,"left"," ","Number of Cores Positive",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"numberOfExaminedParaAorticNodes",3899,1807,1808,"left"," ","Number of Examined Para-Aortic Nodes",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"numberOfExaminedPelvicNodes",3900,1811,1812,"left"," ","Number of Examined Pelvic Nodes",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"numberOfPositiveParaAorticNodes",3901,1805,1806,"left"," ","Number of Positive Para-Aortic Nodes",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"numberOfPositivePelvicNodes",3902,1809,1810,"left"," ","Number of Positive Pelvic Nodes",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"oncotypeDxRecurrenceScoreDcis",3903,1776,1778,"right","0","Oncotype Dx Recurrence Score-DCIS",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"oncotypeDxRecurrenceScoreInvasiv",3904,1779,1781,"right","0","Oncotype Dx Recurrence Score-Invasive",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"oncotypeDxRiskLevelDcis",3905,1782,1782,"left"," ","Oncotype Dx Risk Level-DCIS",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"oncotypeDxRiskLevelInvasive",3906,1783,1783,"left"," ","Oncotype Dx Risk Level-Invasive",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"organomegaly",3907,1913,1913,"left"," ","Organomegaly",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"percentNecrosisPostNeoadjuvant",3908,1734,1738,"right"," ","Percent Necrosis Post Neoadjuvant",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"perineuralInvasion",3909,1802,1802,"left"," ","Perineural Invasion",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"peripheralBloodInvolvement",3910,1908,1908,"left"," ","Peripheral Blood Involvement",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"peritonealCytology",3911,1813,1813,"left"," ","Peritoneal Cytology",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"pleuralEffusion",3913,1926,1926,"left"," ","Pleural Effusion",,"Tumor","Stage/Prognostic Factors","NAACCR",,,,
"progesteroneRecepPrcntPosOrRange",3914,1784,1786,"left"," ","Progesterone Receptor Percent Positive or Range",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"progesteroneRecepSummary",3915,1750,1750,"left"," ","Progesterone Receptor Summary",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"progesteroneRecepTotalAllredScor",3916,1787,1788,"left"," ","Progesterone Receptor Total Allred Score",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"primarySclerosingCholangitis",3917,1831,1831,"left"," ","Primary Sclerosing Cholangitis",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"profoundImmuneSuppression",3918,1907,1907,"left"," ","Profound Immune Suppression",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"prostatePathologicalExtension",3919,1941,1943,"left"," ","Prostate Pathological Extension",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"psaLabValue",3920,1944,1948,"right"," ","PSA (Prostatic Specific Antigen) Lab Value",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"residualTumVolPostCytoreduction",3921,1920,1921,"left"," ","Residual Tumor Volume Post Cytoreduction",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"responseToNeoadjuvantTherapy",3922,1751,1751,"left"," ","Response to Neoadjuvant Therapy",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"sCategoryClinical",3923,1985,1985,"left"," ","S Category Clinical",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"sCategoryPathological",3924,1986,1986,"left"," ","S Category Pathological",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"sarcomatoidFeatures",3925,1836,1838,"left"," ","Sarcomatoid Features",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"schemaDiscriminator1",3926,1731,1731,"left"," ","Schema Discriminator 1",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"schemaDiscriminator2",3927,1732,1732,"left"," ","Schema Discriminator 2",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"schemaDiscriminator3",3928,1733,1733,"left"," ","Schema Discriminator 3",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"separateTumorNodules",3929,1866,1866,"left"," ","Separate Tumor Nodules",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"serumAlbuminPretreatmentLevel",3930,1917,1917,"left"," ","Serum Albumin Pretreatment Level",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"serumBeta2MicroglobulinPretxLvl",3931,1918,1918,"left"," ","Serum Beta-2 Microglobulin Pretreatment Level",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"ldhPretreatmentLabValue",3932,1898,1904,"right"," ","LDH Pretreatment Lab Value",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"thrombocytopenia",3933,1914,1914,"left"," ","Thrombocytopenia",,"Tumor","Stage/Prognostic Factors","NAACCR",,,,
"tumorDeposits",3934,1803,1804,"left"," ","Tumor Deposits",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"tumorGrowthPattern",3935,1832,1832,"left"," ","Tumor Growth Pattern",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"ulceration",3936,1905,1905,"left"," ","Ulceration",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"visceralParietalPleuralInvasion",3937,1867,1867,"left"," ","Visceral and Parietal Pleural Invasion",,"Tumor","Stage/Prognostic Factors","NAACCR",2018,18,,
"pathReportingFacId1",7010,6155,6179,"left"," ","Path Reporting Fac ID 1",,"Tumor","Pathology","HL7",2010,12,,
"pathReportingFacId2",7011,6261,6285,"left"," ","Path Reporting Fac ID 2",,"Tumor","Pathology","HL7",,,,
"pathReportingFacId3",7012,6367,6391,"left"," ","Path Reporting Fac ID 3",,"Tumor","Pathology","HL7",2010,12,,
"pathReportingFacId4",7013,6473,6497,"left"," ","Path Reporting Fac ID 4",,"Tumor","Pathology","HL7",2010,12,,
"pathReportingFacId5",7014,6579,6603,"left"," ","Path Reporting Fac ID 5",,"Tumor","Pathology","HL7",2010,12,,
"pathReportNumber1",7090,6180,6199,"left"," ","Path Report Number 1",,"Tumor","Pathology","HL7",2010,12,,
"pathReportNumber2",7091,6286,6305,"left"," ","Path Report Number 2",,"Tumor","Pathology","HL7",2010,12,,
"pathReportNumber3",7092,6392,6411,"left"," ","Path Report Number 3",,"Tumor","Pathology","HL7",2010,12,,
"pathReportNumber4",7093,6498,6517,"left"," ","Path Report Number 4",,"Tumor","Pathology","HL7",2010,12,,
"pathReportNumber5",7094,6604,6623,"left"," ","Path Report Number 5",,"Tumor","Pathology","HL7",2010,12,,
"pathOrderPhysLicNo1",7100,6241,6260,"left"," ","Path Order Phys Lic No 1",,"Tumor","Pathology","HL7",2010,12,,
"pathOrderPhysLicNo2",7101,6347,6366,"left"," ","Path Order Phys Lic No 2",,"Tumor","Pathology","HL7",2010,12,,
"pathOrderPhysLicNo3",7102,6453,6472,"left"," ","Path Order Phys Lic No 3",,"Tumor","Pathology","HL7",2010,12,,
"pathOrderPhysLicNo4",7103,6559,6578,"left"," ","Path Order Phys Lic No 4",,"Tumor","Pathology","HL7",2010,12,,
"pathOrderPhysLicNo5",7104,6665,6684,"left"," ","Path Order Phys Lic No 5",,"Tumor","Pathology","HL7",2010,12,,
"pathOrderingFacNo1",7190,6216,6240,"left"," ","Path Ordering Fac No 1",,"Tumor","Pathology","HL7",2010,12,,
"pathOrderingFacNo2",7191,6322,6346,"left"," ","Path Ordering Fac No 2",,"Tumor","Pathology","HL7",2010,12,,
"pathOrderingFacNo3",7192,6428,6452,"left"," ","Path Ordering Fac No 3",,"Tumor","Pathology","HL7",2010,12,,
"pathOrderingFacNo4",7193,6534,6558,"left"," ","Path Ordering Fac No 4",,"Tumor","Pathology","HL7",2010,12,,
"pathOrderingFacNo5",7194,6640,6664,"left"," ","Path Ordering Fac No 5",,"Tumor","Pathology","HL7",2010,12,,
"pathDateSpecCollect1",7320,6200,6213,"left"," ","Path Date Spec Collect 1",,"Tumor","Pathology","HL7",2010,12,,
"pathDateSpecCollect2",7321,6306,6319,"left"," ","Path Date Spec Collect 2",,"Tumor","Pathology","HL7",2010,12,,
"pathDateSpecCollect3",7322,6412,6425,"left"," ","Path Date Spec Collect 3",,"Tumor","Pathology","HL7",2010,12,,
"pathDateSpecCollect4",7323,6518,6531,"left"," ","Path Date Spec Collect 4",,"Tumor","Pathology","HL7",2010,12,,
"pathDateSpecCollect5",7324,6624,6637,"left"," ","Path Date Spec Collect 5",,"Tumor","Pathology","HL7",2010,12,,
"pathReportType1",7480,6214,6215,"right","0","Path Report Type 1",,"Tumor","Pathology","HL7",2010,12,,
"pathReportType2",7481,6320,6321,"right","0","Path Report Type 2",,"Tumor","Pathology","HL7",2010,12,,
"pathReportType3",7482,6426,6427,"right","0","Path Report Type 3",,"Tumor","Pathology","HL7",2010,12,,
"pathReportType4",7483,6532,6533,"right","0","Path Report Type 4",,"Tumor","Pathology","HL7",2010,12,,
"pathReportType5",7484,6638,6639,"right","0","Path Report Type 5",,"Tumor","Pathology","HL7",2010,12,,
