"name","item","start_col","end_col","alignment","padding","data_type","width","name_literal","default","allow_unlimited_text","parent","section","source","year_added","version_added","year_retired","version_retired","include_incidence","include_confidential","include_abstract"
"physician3",2490,5079,5086,"left"," ","text",8,"Physician 3",,FALSE,"Tumor","Other-Confidential","CoC",,,,,FALSE,TRUE,TRUE
"npiPhysician3",2495,5069,5078,"left"," ","digits",10,"NPI--Physician 3",,FALSE,"Tumor","Other-Confidential","CMS",2007,,,,FALSE,TRUE,TRUE
"physician4",2500,5097,5104,"left"," ","text",8,"Physician 4",,FALSE,"Tumor","Other-Confidential","CoC",,,,,FALSE,TRUE,TRUE
"npiPhysician4",2505,5087,5096,"left"," ","digits",10,"NPI--Physician 4",,FALSE,"Tumor","Other-Confidential","CMS",2007,,,,FALSE,TRUE,TRUE
"ehrReporting",2508,5105,6104,"left"," ","text",1000,"EHR Reporting",,FALSE,"Tumor","Other-Confidential","NAACCR",2018,18,,,FALSE,TRUE,TRUE
"textDxProcPe",2520,6935,7934,"left"," ","text",1000,"Text--DX Proc--PE",,TRUE,"Tumor","Text-Diagnosis","NPCR",,,,,FALSE,FALSE,TRUE
"textDxProcXRayScan",2530,7935,8934,"left"," ","text",1000,"Text--DX Proc--X-ray/Scan",,TRUE,"Tumor","Text-Diagnosis","NPCR",,,,,FALSE,FALSE,TRUE
"textDxProcScopes",2540,8935,9934,"left"," ","text",1000,"Text--DX Proc--Scopes",,TRUE,"Tumor","Text-Diagnosis","NPCR",,,,,FALSE,FALSE,TRUE
"textDxProcLabTests",2550,9935,10934,"left"," ","text",1000,"Text--DX Proc--Lab Tests",,TRUE,"Tumor","Text-Diagnosis","NPCR",,,,,FALSE,FALSE,TRUE
"textDxProcOp",2560,10935,11934,"left"," ","text",1000,"Text--DX Proc--Op",,TRUE,"Tumor","Text-Diagnosis","NPCR",,,,,FALSE,FALSE,TRUE
"textDxProcPath",2570,11935,12934,"left"," ","text",1000,"Text--DX Proc--Path",,TRUE,"Tumor","Text-Diagnosis","NPCR",,,,,FALSE,FALSE,TRUE
"textPrimarySiteTitle",2580,12935,13034,"left"," ","text",100,"Text--Primary Site Title",,FALSE,"Tumor","Text-Diagnosis","NPCR",,,,,FALSE,FALSE,TRUE
"textHistologyTitle",2590,13035,13134,"left"," ","text",100,"Text--Histology Title",,FALSE,"Tumor","Text-Diagnosis","NPCR",,,,,FALSE,FALSE,TRUE
"textStaging",2600,13135,14134,"left"," ","text",1000,"Text--Staging",,TRUE,"Tumor","Text-Diagnosis","NPCR",,,,,FALSE,FALSE,TRUE
"rxTextSurgery",2610,14135,15134,"left"," ","text",1000,"RX Text--Surgery",,TRUE,"Tumor","Text-Treatment","NPCR",,,,,FALSE,FALSE,TRUE
"rxTextRadiation",2620,15135,16134,"left"," ","text",1000,"RX Text--Radiation (Beam)",,TRUE,"Tumor","Text-Treatment","NPCR",,,,,FALSE,FALSE,TRUE
"rxTextRadiationOther",2630,16135,17134,"left"," ","text",1000,"RX Text--Radiation Other",,TRUE,"Tumor","Text-Treatment","NPCR",,,,,FALSE,FALSE,TRUE
"rxTextChemo",2640,17135,18134,"left"," ","text",1000,"RX Text--Chemo",,TRUE,"Tumor","Text-Treatment","NPCR",,,,,FALSE,FALSE,TRUE
"rxTextHormone",2650,18135,19134,"left"," ","text",1000,"RX Text--Hormone",,TRUE,"Tumor","Text-Treatment","NPCR",,,,,FALSE,FALSE,TRUE
"rxTextBrm",2660,19135,20134,"left"," ","text",1000,"RX Text--BRM",,TRUE,"Tumor","Text-Treatment","NPCR",,,,,FALSE,FALSE,TRUE
"rxTextOther",2670,20135,21134,"left"," ","text",1000,"RX Text--Other",,TRUE,"Tumor","Text-Treatment","NPCR",,,,,FALSE,FALSE,TRUE
"textRemarks",2680,21135,22134,"left"," ","text",1000,"Text--Remarks",,TRUE,"Tumor","Text-Miscellaneous","NPCR",,,,,FALSE,FALSE,TRUE
"textPlaceOfDiagnosis",2690,22135,22194,"left"," ","text",60,"Text--Place of Diagnosis",,FALSE,"Tumor","Text-Miscellaneous","NPCR",,,,,FALSE,FALSE,TRUE
"csTumorSize",2800,1298,1300,"right","0","digits",3,"CS Tumor Size",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2003,10,,,TRUE,TRUE,TRUE
"csExtension",2810,1301,1303,"right","0","digits",3,"CS Extension",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2003,10,,,TRUE,TRUE,TRUE
"csTumorSizeExtEval",2820,1304,1304,"left"," ","digits",1,"CS Tumor Size/Ext Eval",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2003,10,,,TRUE,TRUE,TRUE
"csLymphNodes",2830,1305,1307,"right","0","digits",3,"CS Lymph Nodes",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2003,10,,,TRUE,TRUE,TRUE
"csLymphNodesEval",2840,1308,1308,"left"," ","digits",1,"CS Lymph Nodes Eval",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",,,,,TRUE,TRUE,TRUE
"csMetsAtDx",2850,1309,1310,"right","0","digits",2,"CS Mets at DX",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2003,10,,,TRUE,TRUE,TRUE
"csMetsAtDxBone",2851,1312,1312,"left"," ","digits",1,"CS Mets at Dx-Bone",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,,TRUE,TRUE,TRUE
"csMetsAtDxBrain",2852,1313,1313,"left"," ","digits",1,"CS Mets at Dx-Brain",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,,TRUE,TRUE,TRUE
"csMetsAtDxLiver",2853,1314,1314,"left"," ","digits",1,"CS Mets at Dx-Liver",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,,TRUE,TRUE,TRUE
"csMetsAtDxLung",2854,1315,1315,"left"," ","digits",1,"CS Mets at Dx-Lung",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,,TRUE,TRUE,TRUE
"csMetsEval",2860,1311,1311,"left"," ","digits",1,"CS Mets Eval",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2003,10,,,TRUE,TRUE,TRUE
"csSiteSpecificFactor7",2861,1334,1336,"right","0","digits",3,"CS Site-Specific Factor 7",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,,TRUE,TRUE,TRUE
"csSiteSpecificFactor8",2862,1337,1339,"right","0","digits",3,"CS Site-Specific Factor 8",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,,TRUE,TRUE,TRUE
"csSiteSpecificFactor9",2863,1340,1342,"right","0","digits",3,"CS Site-Specific Factor 9",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,,TRUE,TRUE,TRUE
"csSiteSpecificFactor10",2864,1343,1345,"right","0","digits",3,"CS Site-Specific Factor10",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,,TRUE,TRUE,TRUE
"csSiteSpecificFactor11",2865,1346,1348,"right","0","digits",3,"CS Site-Specific Factor11",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,,TRUE,TRUE,TRUE
"csSiteSpecificFactor12",2866,1349,1351,"right","0","digits",3,"CS Site-Specific Factor12",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,,TRUE,TRUE,TRUE
"csSiteSpecificFactor13",2867,1352,1354,"right","0","digits",3,"CS Site-Specific Factor13",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,,TRUE,TRUE,TRUE
"csSiteSpecificFactor14",2868,1355,1357,"right","0","digits",3,"CS Site-Specific Factor14",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,,TRUE,TRUE,TRUE
"csSiteSpecificFactor15",2869,1358,1360,"right","0","digits",3,"CS Site-Specific Factor15",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,,TRUE,TRUE,TRUE
"csSiteSpecificFactor16",2870,1361,1363,"right","0","digits",3,"CS Site-Specific Factor16",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,,TRUE,TRUE,TRUE
"csSiteSpecificFactor17",2871,1364,1366,"right","0","digits",3,"CS Site-Specific Factor17",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,,TRUE,TRUE,TRUE
"csSiteSpecificFactor18",2872,1367,1369,"right","0","digits",3,"CS Site-Specific Factor18",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,,TRUE,TRUE,TRUE
"csSiteSpecificFactor19",2873,1370,1372,"right","0","digits",3,"CS Site-Specific Factor19",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,,TRUE,TRUE,TRUE
"csSiteSpecificFactor20",2874,1373,1375,"right","0","digits",3,"CS Site-Specific Factor20",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,,TRUE,TRUE,TRUE
"csSiteSpecificFactor21",2875,1376,1378,"right","0","digits",3,"CS Site-Specific Factor21",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,,TRUE,TRUE,TRUE
"csSiteSpecificFactor22",2876,1379,1381,"right","0","digits",3,"CS Site-Specific Factor22",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,,TRUE,TRUE,TRUE
"csSiteSpecificFactor23",2877,1382,1384,"right","0","digits",3,"CS Site-Specific Factor23",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,,TRUE,TRUE,TRUE
"csSiteSpecificFactor24",2878,1385,1387,"right","0","digits",3,"CS Site-Specific Factor24",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,,TRUE,TRUE,TRUE
"csSiteSpecificFactor25",2879,1388,1390,"right","0","digits",3,"CS Site-Specific Factor25",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,,TRUE,TRUE,TRUE
"csSiteSpecificFactor1",2880,1316,1318,"right","0","digits",3,"CS Site-Specific Factor 1",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2003,10,,,TRUE,TRUE,TRUE
"csSiteSpecificFactor2",2890,1319,1321,"right","0","digits",3,"CS Site-Specific Factor 2",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2003,10,,,TRUE,TRUE,TRUE
"csSiteSpecificFactor3",2900,1322,1324,"right","0","digits",3,"CS Site-Specific Factor 3",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2003,10,,,TRUE,TRUE,TRUE
"csSiteSpecificFactor4",2910,1325,1327,"right","0","digits",3,"CS Site-Specific Factor 4",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2003,10,,,TRUE,TRUE,TRUE
"csSiteSpecificFactor5",2920,1328,1330,"right","0","digits",3,"CS Site-Specific Factor 5",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2003,10,,,TRUE,TRUE,TRUE
"csSiteSpecificFactor6",2930,1331,1333,"right","0","digits",3,"CS Site-Specific Factor 6",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2003,10,,,TRUE,TRUE,TRUE
"csVersionInputOriginal",2935,1508,1513,"left"," ","digits",6,"CS Version Input Original",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",,,,,TRUE,TRUE,TRUE
"csVersionDerived",2936,1514,1519,"left"," ","text",6,"CS Version Derived",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",,,,,TRUE,TRUE,TRUE
"csVersionInputCurrent",2937,1502,1507,"left"," ","digits",6,"CS Version Input Current",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,,TRUE,TRUE,TRUE
"derivedAjcc6T",2940,1391,1392,"left"," ","digits",2,"Derived AJCC-6 T",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2003,10,,,TRUE,TRUE,TRUE
"derivedAjcc6TDescript",2950,1393,1393,"left"," ","text",1,"Derived AJCC-6 T Descript",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2003,10,,,TRUE,TRUE,TRUE
"derivedAjcc6N",2960,1394,1395,"left"," ","digits",2,"Derived AJCC-6 N",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2003,10,,,TRUE,TRUE,TRUE
"derivedAjcc6NDescript",2970,1396,1396,"left"," ","text",1,"Derived AJCC-6 N Descript",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2003,10,,,TRUE,TRUE,TRUE
"derivedAjcc6M",2980,1397,1398,"left"," ","digits",2,"Derived AJCC-6 M",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2003,10,,,TRUE,TRUE,TRUE
"derivedAjcc6MDescript",2990,1399,1399,"left"," ","text",1,"Derived AJCC-6 M Descript",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2003,10,,,TRUE,TRUE,TRUE
"derivedAjcc6StageGrp",3000,1400,1401,"left"," ","digits",2,"Derived AJCC-6 Stage Grp",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2003,10,,,TRUE,TRUE,TRUE
"derivedSs1977",3010,1443,1443,"left"," ","digits",1,"Derived SS1977",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2003,10,,,TRUE,TRUE,TRUE
"derivedSs2000",3020,1444,1444,"left"," ","digits",1,"Derived SS2000",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2003,10,,,TRUE,TRUE,TRUE
"derivedAjccFlag",3030,1446,1446,"left"," ","digits",1,"Derived AJCC--Flag",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2003,10,,,TRUE,TRUE,TRUE
"derivedSs1977Flag",3040,1447,1447,"left"," ","digits",1,"Derived SS1977--Flag",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2003,10,,,TRUE,TRUE,TRUE
"derivedSs2000Flag",3050,1448,1448,"left"," ","digits",1,"Derived SS2000--Flag",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2003,10,,,TRUE,TRUE,TRUE
"archiveFin",3100,735,744,"right","0","digits",10,"Archive FIN",,FALSE,"Tumor","Hospital-Specific","CoC",2003,10,,,TRUE,TRUE,TRUE
"npiArchiveFin",3105,725,734,"left"," ","digits",10,"NPI--Archive FIN",,FALSE,"Tumor","Hospital-Specific","CMS",2007,,,,TRUE,TRUE,TRUE
"comorbidComplication1",3110,1527,1531,"left","0","mixed",5,"Comorbid/Complication 1",,FALSE,"Tumor","Stage/Prognostic Factors","CoC",2003,10,,,TRUE,TRUE,TRUE
"comorbidComplication2",3120,1532,1536,"left","0","mixed",5,"Comorbid/Complication 2",,FALSE,"Tumor","Stage/Prognostic Factors","CoC",2003,10,,,TRUE,TRUE,TRUE
"comorbidComplication3",3130,1537,1541,"left","0","mixed",5,"Comorbid/Complication 3",,FALSE,"Tumor","Stage/Prognostic Factors","CoC",2003,10,,,TRUE,TRUE,TRUE
"comorbidComplication4",3140,1542,1546,"left","0","mixed",5,"Comorbid/Complication 4",,FALSE,"Tumor","Stage/Prognostic Factors","CoC",2003,10,,,TRUE,TRUE,TRUE
"comorbidComplication5",3150,1547,1551,"left","0","mixed",5,"Comorbid/Complication 5",,FALSE,"Tumor","Stage/Prognostic Factors","CoC",2003,10,,,TRUE,TRUE,TRUE
"comorbidComplication6",3160,1552,1556,"left","0","mixed",5,"Comorbid/Complication 6",,FALSE,"Tumor","Stage/Prognostic Factors","CoC",2003,10,,,TRUE,TRUE,TRUE
"comorbidComplication7",3161,1557,1561,"left","0","mixed",5,"Comorbid/Complication 7",,FALSE,"Tumor","Stage/Prognostic Factors","CoC",2006,11,,,TRUE,TRUE,TRUE
"comorbidComplication8",3162,1562,1566,"left","0","mixed",5,"Comorbid/Complication 8",,FALSE,"Tumor","Stage/Prognostic Factors","CoC",2006,11,,,TRUE,TRUE,TRUE
"comorbidComplication9",3163,1567,1571,"left","0","mixed",5,"Comorbid/Complication 9",,FALSE,"Tumor","Stage/Prognostic Factors","CoC",2006,11,,,TRUE,TRUE,TRUE
"comorbidComplication10",3164,1572,1576,"left","0","mixed",5,"Comorbid/Complication 10",,FALSE,"Tumor","Stage/Prognostic Factors","CoC",2006,11,,,TRUE,TRUE,TRUE
"icdRevisionComorbid",3165,1526,1526,"left"," ","digits",1,"ICD Revision Comorbid",,FALSE,"Tumor","Stage/Prognostic Factors","CoC",2006,11,,,TRUE,TRUE,TRUE
"rxDateMostDefinSurg",3170,2124,2131,"left"," ","date",8,"RX Date Mst Defn Srg",,FALSE,"Tumor","Treatment-1st Course","CoC",2003,10,,,TRUE,TRUE,TRUE
"rxDateMostDefinSurgFlag",3171,2132,2133,"left"," ","digits",2,"RX Date Mst Defn Srg Flag",,FALSE,"Tumor","Treatment-1st Course","NAACCR",2010,12,,,TRUE,TRUE,TRUE
"rxDateSurgicalDisch",3180,2134,2141,"left"," ","date",8,"RX Date Surg Disch",,FALSE,"Tumor","Treatment-1st Course","CoC",2003,10,,,TRUE,TRUE,TRUE
"rxDateSurgicalDischFlag",3181,2142,2143,"left"," ","digits",2,"RX Date Surg Disch Flag",,FALSE,"Tumor","Treatment-1st Course","NAACCR",2010,12,,,TRUE,TRUE,TRUE
"readmSameHosp30Days",3190,2276,2276,"left"," ","digits",1,"Readm Same Hosp 30 Days",,FALSE,"Tumor","Treatment-1st Course","CoC",2003,10,,,TRUE,TRUE,TRUE
"radBoostRxModality",3200,2266,2267,"right","0","digits",2,"Rad--Boost RX Modality",,FALSE,"Tumor","Treatment-1st Course","CoC",2003,10,,,TRUE,TRUE,TRUE
"radBoostDoseCgy",3210,2268,2272,"right","0","digits",5,"Rad--Boost Dose cGy",,FALSE,"Tumor","Treatment-1st Course","CoC",2003,10,,,TRUE,TRUE,TRUE
"rxDateRadiationEnded",3220,2154,2161,"left"," ","date",8,"RX Date Rad Ended",,FALSE,"Tumor","Treatment-1st Course","CoC",2003,10,,,TRUE,TRUE,TRUE
"rxDateRadiationEndedFlag",3221,2162,2163,"left"," ","digits",2,"RX Date Rad Ended Flag",,FALSE,"Tumor","Treatment-1st Course","NAACCR",2010,12,,,TRUE,TRUE,TRUE
"rxDateSystemic",3230,2164,2171,"left"," ","date",8,"RX Date Systemic",,FALSE,"Tumor","Treatment-1st Course","CoC",2003,10,,,TRUE,TRUE,TRUE
"rxDateSystemicFlag",3231,2172,2173,"left"," ","digits",2,"RX Date Systemic Flag",,FALSE,"Tumor","Treatment-1st Course","NAACCR",2010,12,,,TRUE,TRUE,TRUE
"rxSummTransplntEndocr",3250,2241,2242,"right","0","digits",2,"RX Summ--Transplnt/Endocr",,FALSE,"Tumor","Treatment-1st Course","CoC",2003,10,,,TRUE,TRUE,TRUE
"rxSummPalliativeProc",3270,2237,2237,"left"," ","digits",1,"RX Summ--Palliative Proc",,FALSE,"Tumor","Treatment-1st Course","CoC",2003,10,,,TRUE,TRUE,TRUE
"rxHospPalliativeProc",3280,811,811,"left"," ","digits",1,"RX Hosp--Palliative Proc",,FALSE,"Tumor","Hospital-Specific","CoC",2003,10,,,TRUE,TRUE,TRUE
"ruralurbanContinuum1993",3300,454,455,"right","0","digits",2,"RuralUrban Continuum 1993",,FALSE,"Tumor","Demographic","NAACCR",2003,10,,,TRUE,TRUE,TRUE
"ruralurbanContinuum2003",3310,456,457,"right","0","digits",2,"RuralUrban Continuum 2003",,FALSE,"Tumor","Demographic","NAACCR",2003,10,,,TRUE,TRUE,TRUE
"ruralurbanContinuum2013",3312,458,459,"right","0","digits",2,"RuralUrban Continuum 2013",,FALSE,"Tumor","Demographic","NAACCR",2016,16,,,TRUE,TRUE,TRUE
"derivedAjcc7T",3400,1402,1404,"right","0","digits",3,"Derived AJCC-7 T",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,,TRUE,TRUE,TRUE
"derivedAjcc7TDescript",3402,1405,1405,"left"," ","text",1,"Derived AJCC-7 T Descript",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,,TRUE,TRUE,TRUE
"derivedAjcc7N",3410,1406,1408,"right","0","digits",3,"Derived AJCC-7 N",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,,TRUE,TRUE,TRUE
"derivedAjcc7NDescript",3412,1409,1409,"left"," ","text",1,"Derived AJCC-7 N Descript",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,,TRUE,TRUE,TRUE
"derivedAjcc7M",3420,1410,1412,"right","0","digits",3,"Derived AJCC-7 M",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,,TRUE,TRUE,TRUE
"derivedAjcc7MDescript",3422,1413,1413,"left"," ","text",1,"Derived AJCC-7 M Descript",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,,TRUE,TRUE,TRUE
"derivedAjcc7StageGrp",3430,1414,1416,"right","0","digits",3,"Derived AJCC-7 Stage Grp",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,,TRUE,TRUE,TRUE
"derivedPrerx7T",3440,1417,1419,"right","0","digits",3,"Derived PreRx-7 T",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,,TRUE,TRUE,TRUE
"derivedPrerx7TDescrip",3442,1420,1420,"left"," ","text",1,"Derived PreRx-7 T Descrip",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,,TRUE,TRUE,TRUE
"derivedPrerx7N",3450,1421,1423,"right","0","digits",3,"Derived PreRx-7 N",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,,TRUE,TRUE,TRUE
"derivedPrerx7NDescrip",3452,1424,1424,"left"," ","text",1,"Derived PreRx-7 N Descrip",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,,TRUE,TRUE,TRUE
"derivedPrerx7M",3460,1425,1427,"right","0","digits",3,"Derived PreRx-7 M",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,,TRUE,TRUE,TRUE
"derivedPrerx7MDescrip",3462,1428,1428,"left"," ","text",1,"Derived PreRx-7 M Descrip",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,,TRUE,TRUE,TRUE
"derivedPrerx7StageGrp",3470,1429,1431,"right","0","digits",3,"Derived PreRx-7 Stage Grp",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,,TRUE,TRUE,TRUE
"derivedPostrx7T",3480,1432,1434,"right","0","digits",3,"Derived PostRx-7 T",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,,TRUE,TRUE,TRUE
"derivedPostrx7N",3482,1435,1437,"right","0","digits",3,"Derived PostRx-7 N",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,,TRUE,TRUE,TRUE
"derivedPostrx7M",3490,1438,1439,"right","0","digits",2,"Derived PostRx-7 M",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,,TRUE,TRUE,TRUE
"derivedPostrx7StgeGrp",3492,1440,1442,"right","0","digits",3,"Derived PostRx-7 Stge Grp",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,,TRUE,TRUE,TRUE
"derivedNeoadjuvRxFlag",3600,1445,1445,"left"," ","digits",1,"Derived Neoadjuv Rx Flag",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,,TRUE,TRUE,TRUE
"derivedSeerPathStgGrp",3605,885,889,"left"," ","text",5,"Derived SEER Path Stg Grp",,FALSE,"Tumor","Stage/Prognostic Factors","SEER",,,,,TRUE,TRUE,TRUE
"derivedSeerClinStgGrp",3610,890,894,"left"," ","text",5,"Derived SEER Clin Stg Grp",,FALSE,"Tumor","Stage/Prognostic Factors","SEER",2016,16,,,TRUE,TRUE,TRUE
"derivedSeerCmbStgGrp",3614,895,899,"left"," ","text",5,"Derived SEER Cmb Stg Grp",,FALSE,"Tumor","Stage/Prognostic Factors","SEER",2016,16,,,TRUE,TRUE,TRUE
"derivedSeerCombinedT",3616,900,904,"left"," ","text",5,"Derived SEER Combined T",,FALSE,"Tumor","Stage/Prognostic Factors","SEER",,,,,TRUE,TRUE,TRUE
"derivedSeerCombinedN",3618,905,909,"left"," ","text",5,"Derived SEER Combined N",,FALSE,"Tumor","Stage/Prognostic Factors","SEER",2016,16,,,TRUE,TRUE,TRUE
"derivedSeerCombinedM",3620,910,914,"left"," ","text",5,"Derived SEER Combined M",,FALSE,"Tumor","Stage/Prognostic Factors","SEER",2016,16,,,TRUE,TRUE,TRUE
"derivedSeerCmbTSrc",3622,915,915,"left"," ","digits",1,"Derived SEER Cmb T Src",,FALSE,"Tumor","Stage/Prognostic Factors","SEER",2016,16,,,TRUE,TRUE,TRUE
"derivedSeerCmbNSrc",3624,916,916,"left"," ","digits",1,"Derived SEER Cmb N Src",,FALSE,"Tumor","Stage/Prognostic Factors","SEER",2016,16,,,TRUE,TRUE,TRUE
"derivedSeerCmbMSrc",3626,917,917,"left"," ","digits",1,"Derived SEER Cmb M Src",,FALSE,"Tumor","Stage/Prognostic Factors","SEER",2016,16,,,TRUE,TRUE,TRUE
"npcrDerivedAjcc8TnmClinStgGrp",3645,1457,1471,"left"," ","text",15,"NPCR Derived AJCC 8 TNM Clin Stg Grp",,FALSE,"Tumor","Stage/Prognostic Factors","NPCR",2018,18,,,TRUE,TRUE,TRUE
"npcrDerivedAjcc8TnmPathStgGrp",3646,1472,1486,"left"," ","text",15,"NPCR Derived AJCC 8 TNM Path Stg Grp",,FALSE,"Tumor","Stage/Prognostic Factors","NPCR",2018,18,,,TRUE,TRUE,TRUE
"npcrDerivedAjcc8TnmPostStgGrp",3647,1487,1501,"left"," ","text",15,"NPCR Derived AJCC 8 TNM Post Therapy Stg Grp",,FALSE,"Tumor","Stage/Prognostic Factors","NPCR",2018,18,,,TRUE,TRUE,TRUE
"npcrDerivedClinStgGrp",3650,1449,1452,"left"," ","text",4,"NPCR Derived Clin Stg Grp",,FALSE,"Tumor","Stage/Prognostic Factors","NPCR",2016,16,,,TRUE,TRUE,TRUE
"npcrDerivedPathStgGrp",3655,1453,1456,"left"," ","text",4,"NPCR Derived Path Stg Grp",,FALSE,"Tumor","Stage/Prognostic Factors","NPCR",2016,16,,,TRUE,TRUE,TRUE
"seerSiteSpecificFact1",3700,1520,1520,"left"," ","digits",1,"SEER Site-Specific Fact 1",,FALSE,"Tumor","Stage/Prognostic Factors","SEER",2010,12,,,TRUE,TRUE,TRUE
"seerSiteSpecificFact2",3702,1521,1521,"left"," ","digits",1,"SEER Site-Specific Fact 2",,FALSE,"Tumor","Stage/Prognostic Factors","SEER",2010,12,,,TRUE,TRUE,TRUE
"seerSiteSpecificFact3",3704,1522,1522,"left"," ","digits",1,"SEER Site-Specific Fact 3",,FALSE,"Tumor","Stage/Prognostic Factors","SEER",2010,12,,,TRUE,TRUE,TRUE
"seerSiteSpecificFact4",3706,1523,1523,"left"," ","digits",1,"SEER Site-Specific Fact 4",,FALSE,"Tumor","Stage/Prognostic Factors","SEER",2010,12,,,TRUE,TRUE,TRUE
"seerSiteSpecificFact5",3708,1524,1524,"left"," ","digits",1,"SEER Site-Specific Fact 5",,FALSE,"Tumor","Stage/Prognostic Factors","SEER",2010,12,,,TRUE,TRUE,TRUE
"seerSiteSpecificFact6",3710,1525,1525,"left"," ","digits",1,"SEER Site-Specific Fact 6",,FALSE,"Tumor","Stage/Prognostic Factors","SEER",2010,12,,,TRUE,TRUE,TRUE
"npcrSpecificField",3720,1647,1721,"left"," ","text",75,"NPCR Specific Field",,FALSE,"Tumor","Stage/Prognostic Factors","NPCR",2013,13,,,TRUE,TRUE,TRUE
"overRideCs1",3750,2705,2705,"left"," ","digits",1,"Over-ride CS 1",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin","AJCC",2011,,,,TRUE,TRUE,TRUE
